300000,18.0
600000,16.0
900000,25.5
1200000,12.5
1500000,29.5
1800000,25.0
2100000,25.714285714285715
2400000,30.454545454545453
2700000,-8.0
3000000,14.5
3300000,25.5
3600000,19.5
3900000,22.0
4200000,30.0
4500000,24.0
4800000,23.0
5100000,4.5
5400000,4.0
5700000,23.333333333333332
6000000,25.5
6300000,25.5
6600000,-2.5
6900000,30.0
7200000,25.0
7500000,-11.5
7800000,19.5
8100000,19.5
8400000,18.571428571428573
8700000,17.5
9000000,-8.0
9300000,22.0
9600000,26.0
9900000,25.0
