300000,25.454545454545453
600000,-12.5
900000,13.0
1200000,14.0
1500000,16.0
1800000,14.0
2100000,12.0
2400000,13.0
2700000,11.0
3000000,17.0
3300000,12.5
3600000,19.5
3900000,20.0
4200000,18.5
4500000,23.0
4800000,18.5
5100000,16.0
5400000,17.5
5700000,13.0
6000000,9.5
6300000,8.0
6600000,15.0
6900000,27.0
7200000,10.5
7500000,12.0
